features,location,price
 180 m²  161 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 200.000
 1200 m²  640 m²  4 hab.  4 baños  6 estac. ,"Cumbayá, Quito",USD 890.000
 310 m²  310 m²  3 hab.  3 baños  4 estac. ,"Nayón - Tanda, Quito",USD 400.000
 446 m²  350 m²  3 hab.  3 baños  2 estac. ,"Nayón - Tanda, Quito",USD 489.000
 262 m²  184 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 224.900
 105 m²  240 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 115.000
 122 m²  122 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 440
 164 m²  140 m²  4 hab.  2 baños  2 estac. ,"Pomasqui, Quito",USD 90.000
 242 m²  185 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 187.000
 445 m²  193 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 250.000
 441 m²  314 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 350.000
 143 m²  109 m²  3 hab.  2 baños  1 estac. ,"Tumbaco, Quito",USD 108.500
 1200 m²  800 m²  4 hab.  4 baños  2 estac. ,"Nayón - Tanda, Quito",USD 800.000
 220 m²  210 m²  3 hab.  2 baños  2 estac. ,"La Armenia, Quito",USD 154.800
 159 m²  142 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 140.000
 137 m²  137 m²  3 hab.  2 baños  2 estac. ,"Sangolqui, Quito",USD 85.000
 380 m²  340 m²  4 hab.  3 baños  4 estac. ,"Cumbayá, Quito",USD 429.000
 210 m²  70 m²  7 hab.  3 baños ,"Carapungo, Quito",USD 125.000
 263 m²  176 m²  4 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 215.000
 92 m²  92 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 69.800
 227 m²  227 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 182.000
 120 m²  120 m²  3 hab.  2 baños  1 estac. ,"Llano Chico, Quito",USD 87.000
 608 m²  432 m²  3 hab.  4 baños  2 estac. ,"Tumbaco, Quito",USD 440.000
 214 m²  141 m²  3 hab.  2 baños  2 estac. ,"Sangolqui, Quito",USD 115.000
 182 m²  126 m²  4 hab.  3 baños  1 estac. ,"Llano Grande, Quito",USD 80.000
 235 m²  180 m²  4 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 227.000
 158 m²  141 m²  3 hab.  4 baños  2 estac. ,"Los Chillos, Quito",USD 125.000
 315 m²  284 m²  4 hab.  3 baños  2 estac. ,"Norte de Quito, Quito",USD 230.000
 500 m²  500 m²  4 hab.  5 baños  6 estac. ,"Los Chillos, Quito",USD 480.000
 1520 m²  360 m²  4 hab.  4 baños  4 estac. ,"Tumbaco, Quito",USD 530.000
 175 m²  138 m²  3 hab.  2 baños  2 estac. ,"Pomasqui, Quito",USD 129.700
 184 m²  184 m²  3 hab.  2 baños  2 estac. ,"Centro Norte, Quito",USD 190.000
 603 m²  603 m²  4 hab.  5 baños  4 estac. ,"El Condado, Quito",USD 459.900
 100 m²  260 m²  5 hab.  5 baños  1 estac. ,"Quito, Pichincha",USD 149.000
 234 m²  234 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 330.000
 350 m²  350 m²  7 hab.  5 baños  1 estac. ,"Carcelén, Quito",USD 249.999
 214 m²  2140 m²  4 hab.  3 baños  2 estac. ,"El Condado, Quito",USD 135.000
 700 m²  300 m²  3 hab.  4 baños  4 estac. ,"Nayón - Tanda, Quito",USD 328.000
 175 m²  175 m²  3 hab.  2 baños  1 estac. ,"El Pinar, Quito",USD 158.000
 427 m²  330 m²  3 hab.  4 baños  3 estac. ,"Nayón - Tanda, Quito",USD 490.000
 140 m²  140 m²  3 hab.  3 baños  2 estac. ,"Carcelén, Quito",USD 135.000
 318 m²  318 m²  3 hab.  3 baños  3 estac. ,"Cumbayá, Quito",USD 405.000
 105 m²  105 m²  3 hab.  2 baños  2 estac. ,"Sangolqui, Quito",USD 78.000
 281 m²  210 m²  3 hab.  3 baños  3 estac. ,"Nayón - Tanda, Quito",USD 340.000
 227 m²  188 m²  3 hab.  2 baños  1 estac. ,"Cumbayá, Quito",USD 189.000
 278 m²  278 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 250.000
 250 m²  184 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 230.000
 100 m²  100 m²  3 hab.  2 baños  1 estac. ,"Norte de Quito, Quito",USD 79.000
 154 m²  3 hab.  2 baños  1 estac. ,"La Armenia, Quito",USD 85.000
 1000 m²  780 m²  6 hab.  6 baños  5 estac. ,"Nayón - Tanda, Quito",USD 980.000
 160 m²  160 m²  4 hab.  3 baños  2 estac. ,"Conocoto, Quito",USD 125.000
 896 m²  460 m²  3 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 695.000
 12000 m²  119 m²  3 hab.  3 baños  2 estac. ,"Llano Grande, Quito",USD 319.000
 398 m²  273 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 256.369
 187 m²  146 m²  3 hab.  2 baños  2 estac. ,"La Armenia, Quito",USD 123.000
 1290 m²  800 m²  4 hab.  5 baños  4 estac. ,"Tumbaco, Quito",USD 3.000.000
 200 m²  164 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 220.000
 1013 m²  700 m²  4 hab.  4 baños  7 estac. ,"Cumbayá, Quito",USD 1.500.000
 136 m²  128 m²  3 hab.  2 baños  2 estac. ,"Amagasí, Quito",USD 125.000
 302 m²  245 m²  4 hab.  2 baños  3 estac. ,"Sangolqui, Quito",USD 175.000
 173 m²  173 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 175.000
 145 m²  145 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 225.000
 430 m²  430 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 680.000
 248 m²  138 m²  3 hab.  2 baños  2 estac. ,"San Isidro - Vista Grande, Quito",USD 149.000
 265 m²  389 m²  7 hab.  4 baños  4 estac. ,"Conocoto, Quito",USD 180.000
 1395 m²  1395 m²  4 hab.  4 baños  3 estac. ,"Los Chillos, Quito",USD 410.000
 1688 m²  1298 m²  4 hab.  4 baños  5 estac. ,"Cumbayá, Quito",USD 2.250.000
 185 m²  185 m²  3 hab.  3 baños  2 estac. ,"Lumbisí, Quito",USD 240.000
 191 m²  119 m²  3 hab.  3 baños  2 estac. ,"Los Chillos, Quito",USD 99.900
 482 m²  482 m²  5 hab.  6 baños  3 estac. ,"Mitad del Mundo, Quito",USD 330.000
 150 m²  115 m²  3 hab.  2 baños  1 estac. ,"Conocoto, Quito",USD 125.000
 203 m²  203 m²  3 hab.  2 baños  4 estac. ,"Pomasqui, Quito",USD 199.000
 230 m² ,"Norte de Quito, Quito",USD 185.000
 460 m²  460 m²  4 hab.  4 baños  6 estac. ,"Cumbayá, Quito",USD 570.000
 150 m²  150 m²  3 hab.  2 baños  2 estac. ,"Amagasí, Quito",USD 168.500
 224 m²  224 m²  3 hab.  2 baños  3 estac. ,"Mitad del Mundo, Quito",USD 218.000
 970 m²  254 m²  4 hab.  4 baños  3 estac. ,"Cumbayá, Quito",USD 490.000
 128 m²  128 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 122.000
 430 m²  430 m²  4 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 565.000
 303 m²  205 m²  3 hab.  3 baños  3 estac. ,"Pomasqui, Quito",USD 250.000
 148 m²  110 m²  3 hab.  2 baños  1 estac. ,"Pomasqui, Quito",USD 83.000
 137 m²  137 m²  4 hab.  2 baños  1 estac. ,"La Armenia, Quito",USD 125.000
 128 m²  128 m²  3 hab.  2 baños  2 estac. ,"Norte de Quito, Quito",USD 115.000
 148 m²  127 m²  3 hab.  1 baño  1 estac. ,"Calderón, Quito",USD 64.900
 1510 m²  347 m²  3 hab.  6 baños  6 estac. ,"Puembo, Quito",USD 620.000
 250 m²  250 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 390.000
 2890 m²  1000 m²  5 hab.  5 baños  10 estac. ,"Tumbaco, Quito",USD 2.499.000
 1600 m²  280 m²  4 hab.  4 baños  8 estac. ,"Cumbayá, Quito",USD 549.000
 90 m²  90 m²  3 hab.  2 baños  1 estac. ,"Norte de Quito, Quito",USD 85.000
 1000 m²  800 m²  4 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 2.500.000
 205 m²  180 m²  3 hab.  3 baños  2 estac. ,"Conocoto, Quito",USD 143.000
 251 m²  193 m²  4 hab.  3 baños  1 estac. ,"Los Chillos, Quito",USD 250.000
 1050 m²  700 m²  3 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 1.700.000
 813 m²  712 m²  7 hab.  10 baños  2 estac. ,"Centro de Quito, Quito",USD 1.250.000
 306 m²  209 m²  4 hab.  4 baños  2 estac. ,"Cumbayá, Quito",USD 320.000
 560 m²  210 m²  4 hab.  4 baños  3 estac. ,"Los Chillos, Quito",USD 142.000
 185 m²  185 m²  3 hab.  2 baños  3 estac. ,"Cumbayá, Quito",USD 250.000
 295 m²  255 m²  3 hab.  3 baños  2 estac. ,"Nayón - Tanda, Quito",USD 315.000
 7390 m²  1288 m²  10 hab.  10 baños  40 estac. ,"Conocoto, Quito",USD 1.400.000
 588 m²  310 m²  3 hab.  3 baños  4 estac. ,"Tumbaco, Quito",USD 385.000
 408 m²  216 m²  4 hab.  4 baños  2 estac. ,"Tumbaco, Quito",USD 264.000
 222 m²  196 m²  3 hab.  2 baños  2 estac. ,"Norte de Quito, Quito",USD 164.900
 1250 m²  500 m²  3 hab.  4 baños  2 estac. ,"Cumbayá, Quito",USD 1.200.000
 247 m²  196 m²  3 hab.  2 baños  2 estac. ,"Lumbisí, Quito",USD 165.000
 900 m²  627 m²  4 hab.  3 baños  4 estac. ,"Cumbayá, Quito",USD 1.050.000
 242 m²  230 m²  4 hab.  3 baños  2 estac. ,"Conocoto, Quito",USD 165.000
 1400 m²  400 m²  3 hab.  3 baños  4 estac. ,"Pifo, Quito",USD 380.000
 306 m²  10 hab.  4 baños  1 estac. ,"Quitumbe, Quito",USD 135.000
 336 m²  336 m²  3 hab.  2 baños  2 estac. ,"Norte de Quito, Quito",USD 218.000
 240 m²  240 m²  3 hab.  4 baños  2 estac. ,"Calderón, Quito",USD 174.000
 186 m²  186 m²  3 hab.  2 baños  2 estac. ,"Centro Norte, Quito",USD 120.000
 226 m²  226 m²  3 hab.  2 baños ,"Cumbayá, Quito",USD 215.000
 434 m²  234 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 265.000
 61 m²  102 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 115.000
 260 m²  260 m²  4 hab.  3 baños  2 estac. ,"Ponceano, Quito",USD 155.000
 1 m²  1 m²  4 hab.  4 baños  6 estac. ,"Cumbayá, Quito",USD 1.250.000
 1388 m²  921 m²  8 hab.  5 baños  6 estac. ,"Carcelén, Quito",USD 480.000
 96 m²  96 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 82.000
 120 m²  120 m²  3 hab.  2 baños  3 estac. ,"Norte de Quito, Quito",USD 105.000
 210 m²  317 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 229.000
 248 m²  226 m²  4 hab.  4 baños  2 estac. ,"Tumbaco, Quito",USD 200.000
 240 m²  240 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 229.000
 525 m²  395 m²  3 hab.  3 baños  3 estac. ,"Cumbayá, Quito",USD 454.000
 210 m²  205 m²  3 hab.  2 baños  2 estac. ,"Mitad del Mundo, Quito",USD 185.000
 370 m²  370 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 518.000
 379 m²  305 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 349.900
 230 m²  197 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 244.000
 66 m²  66 m²  2 hab.  1 baño  1 estac. ,"San Bartolo, Quito",USD 45.000
 200 m²  200 m²  3 hab.  2 baños  3 estac. ,"Centro Norte, Quito",USD 216.000
 266 m²  266 m²  3 hab.  3 baños  2 estac. ,"Los Chillos, Quito",USD 279.999
 980 m²  581 m²  4 hab.  5 baños  2 estac. ,"Nayón - Tanda, Quito",USD 890.000
 316 m²  316 m²  4 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 350.000
 1900 m²  650 m²  3 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 1.150.000
 187 m²  187 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 235.000
 1321 m²  837 m²  3 hab.  3 baños  8 estac. ,"Cumbayá, Quito",USD 1.450.000
 192 m²  145 m²  4 hab.  3 baños  1 estac. ,"Calderón, Quito",USD 69.500
 191 m²  119 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 109.900
 820 m²  326 m²  4 hab.  2 baños  4 estac. ,"Los Chillos, Quito",USD 360.000
 215 m²  215 m²  4 hab.  3 baños  3 estac. ,"Los Chillos, Quito",USD 299.000
 287 m²  275 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 330.000
 181 m²  150 m²  5 hab.  3 baños  1 estac. ,"Conocoto, Quito",USD 102.000
 195 m²  195 m²  4 hab.  3 baños  3 estac. ,"Los Chillos, Quito",USD 128.000
 110 m²  110 m²  3 hab.  1 baño  1 estac. ,"Norte de Quito, Quito",USD 75.000
 521 m²  471 m²  9 hab.  6 baños  4 estac. ,"Norte de Quito, Quito",USD 320.000
 320 m²  160 m²  3 hab.  2 baños  4 estac. ,"Sangolqui, Quito",USD 150.000
 300 m²  300 m²  4 hab.  4 baños  3 estac. ,"El Condado, Quito",USD 260.000
 210 m²  152 m²  3 hab.  3 baños  2 estac. ,"Conocoto, Quito",USD 139.990
 511 m²  511 m²  24 hab.  4 estac. ,"Sur de Quito, Quito",USD 400.000
 250 m²  250 m²  4 hab.  4 baños  3 estac. ,"Nayón - Tanda, Quito",USD 318.000
 142 m²  142 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 135.000
 98 m²  98 m²  3 hab.  2 baños  1 estac. ,"Llano Grande, Quito",USD 92.000
 1400 m²  400 m²  4 hab.  3 baños  6 estac. ,"Tumbaco, Quito",USD 369.000
 126 m²  126 m²  3 hab.  2 baños  3 estac. ,"Pomasqui, Quito",USD 149.000
 152 m²  130 m²  5 hab.  3 baños  1 estac. ,"Quitumbe, Quito",USD 95.000
 253 m²  202 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 190.000
 351 m²  242 m²  3 hab.  4 baños  2 estac. ,"Tumbaco, Quito",USD 269.000
 630 m²  340 m²  3 hab.  4 baños  5 estac. ,"Tumbaco, Quito",USD 319.000
 389 m²  241 m²  4 hab.  4 baños  2 estac. ,"Calderón, Quito",USD 173.900
 180 m²  154 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 158.000
 104 m²  104 m²  3 hab.  2 baños  1 estac. ,"Mitad del Mundo, Quito",USD 59.500
 206 m²  147 m²  3 hab.  3 baños  2 estac. ,"Norte de Quito, Quito",USD 140.000
 140 m²  140 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 135.000
 380 m²  144 m²  4 hab.  3 baños  6 estac. ,"Calderón, Quito",USD 110.000
 112 m²  112 m²  4 hab.  3 baños  2 estac. ,"Llano Grande, Quito",USD 91.000
 160 m²  160 m²  3 hab.  2 baños  2 estac. ,"Mitad del Mundo, Quito",USD 109.000
 149 m²  88 m²  3 hab.  2 baños  1 estac. ,"Tumbaco, Quito",USD 99.689
 274 m²  192 m²  4 hab.  4 baños  3 estac. ,"Tumbaco, Quito",USD 270.000
 298 m²  223 m²  3 hab.  2 baños  3 estac. ,"Cumbayá, Quito",USD 245.000
 644 m²  644 m²  3 hab.  4 baños  2 estac. ,"Cumbayá, Quito",USD 875.900
 1100 m²  400 m²  6 hab.  5 baños  4 estac. ,"Ruta Viva, Quito",USD 515.000
 310 m²  249 m²  4 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 205.000
 660 m²  660 m²  3 hab.  5 baños  4 estac. ,"Cumbayá, Quito",USD 890.000
 224 m²  150 m²  3 hab.  2 baños  4 estac. ,"Puembo, Quito",USD 145.000
 600 m²  340 m²  4 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 420.000
 95 m²  64 m²  3 hab.  2 baños  2 estac. ,"Sur de Quito, Quito",USD 46.000
 200 m²  170 m²  3 hab.  2 baños  2 estac. ,"Norte de Quito, Quito",USD 127.500
 135 m²  3 hab.  2 baños  1 estac. ,"Norte de Quito, Quito",USD 76.000
 231 m²  205 m²  3 hab.  3 baños  2 estac. ,"Mitad del Mundo, Quito",USD 180.000
 210 m²  210 m²  3 hab.  3 baños  2 estac. ,"Pomasqui, Quito",USD 235.000
 334 m²  250 m²  4 hab.  3 baños  3 estac. ,"Pomasqui, Quito",USD 157.000
 407 m²  210 m²  2 hab.  2 baños  5 estac. ,"Sangolqui, Quito",USD 149.000
 130 m²  122 m²  3 hab.  2 baños  1 estac. ,"San Isidro - Vista Grande, Quito",USD 99.900
 236 m²  194 m²  4 hab.  3 baños  1 estac. ,"Tumbaco, Quito",USD 250.000
 78 m²  78 m²  5 hab.  3 baños  1 estac. ,"Quitumbe, Quito",USD 110.000
 350 m²  350 m²  3 hab.  3 baños  4 estac. ,"Cumbayá, Quito",USD 370.000
 360 m²  360 m²  4 hab.  3 baños  8 estac. ,"Ruta Viva, Quito",USD 595.000
 136 m²  216 m²  3 hab.  2 baños  22 estac. ,"Tumbaco, Quito",USD 160.000
 129 m²  129 m²  3 hab.  2 baños  2 estac. ,"Quito, Pichincha",USD 238.000
 179 m²  156 m²  4 hab.  4 baños  2 estac. ,"Norte de Quito, Quito",USD 140.000
 147 m²  175 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 138.000
 212 m²  212 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 159.500
 175 m²  175 m²  3 hab.  2 baños  2 estac. ,"Quito, Pichincha",USD 165.000
 320 m²  320 m²  8 hab.  6 baños ,"Norte de Quito, Quito",USD 90.000
 186 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 245.000
 400 m²  284 m²  3 hab.  2 baños  2 estac. ,"Nayón - Tanda, Quito",USD 320.000
 526 m²  526 m²  4 hab.  3 baños  3 estac. ,"Mitad del Mundo, Quito",USD 280.000
 1360 m²  1360 m²  4 hab.  6 baños  6 estac. ,"Cumbayá, Quito",USD 2.500.000
 2000 m²  850 m²  4 hab.  4 baños  4 estac. ,"Miravalle, Quito",USD 3.600.000
 300 m²  167 m²  4 hab.  4 baños  3 estac. ,"Tumbaco, Quito",USD 215.000
 2500 m²  400 m²  4 hab.  4 baños  6 estac. ,"Puembo, Quito",USD 750.000
 300 m²  250 m²  3 hab.  3 baños  2 estac. ,"Ponceano, Quito",USD 185.000
 300 m²  280 m²  4 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 270.000
 444 m²  110 m²  2 hab.  1 baño  2 estac. ,"Vía Simón Bolivar, Quito",USD 85.000
 370 m²  260 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 360.000
 480 m²  480 m²  3 hab.  2 baños  5 estac. ,"La Luz, Quito",USD 295.000
 112 m²  112 m²  3 hab.  2 baños  1 estac. ,"Mitad del Mundo, Quito",USD 93.000
 700 m²  600 m²  3 hab.  4 baños  3 estac. ,"Cumbayá, Quito",USD 795.000
 386 m²  268 m²  3 hab.  3 baños  2 estac. ,"Puembo, Quito",USD 335.000
 209 m²  136 m²  2 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 189.000
 233 m²  168 m²  4 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 162.000
 176 m²  220 m²  3 hab.  2 baños  2 estac. ,"San Rafael, Quito",USD 145.000
 230 m²  230 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 250.000
 178 m²  178 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 195.000
 270 m²  270 m²  3 hab.  3 baños  4 estac. ,"San Rafael, Quito",USD 248.000
 441 m²  395 m²  4 hab.  5 baños  6 estac. ,"Tumbaco, Quito",USD 725.000
 223 m²  186 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 223.000
 350 m²  330 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 335.000
 602 m²  475 m²  4 hab.  6 baños  2 estac. ,"El Condado, Quito",USD 500.000
 200 m²  156 m²  3 hab.  4 baños  2 estac. ,"Tumbaco, Quito",USD 167.500
 103 m²  86 m²  3 hab.  1 baño  1 estac. ,"La Armenia, Quito",USD 64.900
 202 m²  155 m²  4 hab.  3 baños  2 estac. ,"Norte de Quito, Quito",USD 135.000
 233 m²  233 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 400.000
 230 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 230.000
 300 m²  210 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 145.000
 164 m²  122 m²  3 hab.  2 baños  2 estac. ,"San Carlos, Quito",USD 135.000
 460 m²  325 m²  4 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 450.000
 263 m²  200 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 240.000
 77 m²  77 m²  2 hab.  2 baños  2 estac. ,"González Suárez, Quito",USD 154.050
 84 m²  84 m²  3 hab.  1 baño  2 estac. ,"Los Chillos, Quito",USD 68.000
 116 m²  116 m²  3 hab.  2 baños  2 estac. ,"Norte de Quito, Quito",USD 115.000
 200 m²  200 m²  3 hab.  4 baños  2 estac. ,"Mitad del Mundo, Quito",USD 185.000
 250 m²  180 m²  3 hab.  2 baños  2 estac. ,"Norte de Quito, Quito",USD 168.999
 160 m²  160 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 82.000
 205 m²  156 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 180.000
 310 m²  310 m²  4 hab.  4 baños  3 estac. ,"Los Chillos, Quito",USD 290.000
 174 m²  94 m²  3 hab.  2 baños  2 estac. ,"Calderón, Quito",USD 88.000
 152 m²  152 m²  3 hab.  2 baños  2 estac. ,"Monteserrín, Quito",USD 252.000
 620 m²  3 hab.  3 baños  5 estac. ,"Cumbayá, Quito",USD 650.000
 250 m²  3 hab.  2 baños  4 estac. ,"Los Chillos, Quito",USD 225.000
 500 m²  442 m²  3 hab.  4 baños  7 estac. ,"Cumbayá, Quito",USD 595.000
 202 m²  134 m²  4 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 89.900
 138 m²  138 m²  4 hab.  3 baños  2 estac. ,"Pomasqui, Quito",USD 104.900
 790 m²  790 m²  5 hab.  3 baños  6 estac. ,"Tumbaco, Quito",USD 760.000
 178 m²  178 m²  3 hab.  2 baños  2 estac. ,"Norte de Quito, Quito",USD 200.000
 540 m²  540 m²  4 hab.  4 baños  2 estac. ,"Monteserrín, Quito",USD 963.000
 208 m²  178 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 185.000
 104 m²  104 m²  3 hab.  2 baños  1 estac. ,"Conocoto, Quito",USD 79.990
 350 m²  350 m²  4 hab.  4 baños  2 estac. ,"Cumbayá, Quito",USD 320.000
 230 m²  230 m²  3 hab.  1 baño  2 estac. ,"Sur de Quito, Quito",USD 160.000
 203 m²  173 m²  3 hab.  2 baños  1 estac. ,"Norte de Quito, Quito",USD 175.000
 1423 m²  900 m²  4 hab.  6 baños  3 estac. ,"Cumbayá, Quito",USD 1.100.000
 135 m²  135 m²  3 hab.  2 baños  1 estac. ,"La Armenia, Quito",USD 135.000
 347 m²  327 m²  4 hab.  4 baños  2 estac. ,"Tumbaco, Quito",USD 350.000
 560 m²  381 m²  5 hab.  4 baños  3 estac. ,"Los Chillos, Quito",USD 268.900
 259 m²  167 m²  4 hab.  2 baños  2 estac. ,"Sangolqui, Quito",USD 138.000
 263 m²  209 m²  5 hab.  4 baños  2 estac. ,"La Armenia, Quito",USD 172.000
 125 m²  110 m²  3 hab.  3 baños  1 estac. ,"Tumbaco, Quito",USD 110.000
 465 m²  465 m²  1 hab.  1 baño  1 estac. ,"Centro Norte, Quito",USD 1.900.000
 190 m²  187 m²  4 hab.  4 baños  2 estac. ,"El Inca, Quito",USD 125.000
 1100 m²  600 m²  4 hab.  5 baños  4 estac. ,"Los Chillos, Quito",USD 480.000
 1980 m²  1200 m²  5 hab.  6 baños  4 estac. ,"Cumbayá, Quito",USD 2.000.000
 275 m²  262 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 330.000
 247 m²  247 m²  4 hab.  3 baños  2 estac. ,"Calderón, Quito",USD 130.000
 1109 m²  420 m²  4 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 950.000
 650 m²  560 m²  3 hab.  3 baños  3 estac. ,"Cumbayá, Quito",USD 579.000
 500 m²  350 m²  4 hab.  4 baños  2 estac. ,"Cumbayá, Quito",USD 335.000
 342 m²  342 m²  3 hab.  3 baños  9 estac. ,"Conocoto, Quito",USD 450.000
 100 m²  90 m²  3 hab.  2 baños  1 estac. ,"Los Chillos, Quito",USD 80.000
 70 m²  144 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 117.900
 1370 m²  800 m²  4 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 1.399.990
 252 m²  182 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 153.000
 200 m²  176 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 210.000
 1300 m²  430 m²  5 hab.  3 baños  4 estac. ,"Sangolqui, Quito",USD 325.000
 220 m²  180 m²  3 hab.  2 baños  1 estac. ,"Tumbaco, Quito",USD 159.000
 323 m²  323 m²  6 hab.  6 baños  4 estac. ,"Lumbisí, Quito",USD 389.500
 457 m²  327 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 2.800
 1000 m²  450 m²  3 hab.  5 baños ,"Cumbayá, Quito",USD 780.000
 917 m²  400 m²  3 hab.  2 baños  20 estac. ,"Calderón, Quito",USD 220.000
 200 m²  185 m²  3 hab.  2 baños  3 estac. ,"Carcelén, Quito",USD 215.000
 1422 m²  600 m²  3 hab.  3 baños  4 estac. ,"Cumbayá, Quito",USD 1.200.000
 150 m²  150 m²  3 hab.  2 baños  1 estac. ,"Los Chillos, Quito",USD 158.000
 982 m²  510 m²  3 baños  2 estac. ,"Cumbayá, Quito",USD 740.000
 214 m²  214 m²  4 hab.  4 baños  2 estac. ,"Cumbayá, Quito",USD 225.000
 105 m²  78 m²  1 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 75.000
 300 m²  250 m²  3 hab.  4 baños  3 estac. ,"Cumbayá, Quito",USD 300.000
 217 m²  147 m²  4 hab.  2 baños  2 estac. ,"Pomasqui, Quito",USD 119.900
 1225 m²  495 m²  4 hab.  5 baños  8 estac. ,"Guayllabamba, Quito",USD 190.000
